index,millisecond,x,y,z,yaw
1.73736e+09,1737360126827812281,-0.0181014,-0.0841269,0,-0.228207
1.73736e+09,1737360126926033519,-0.0181014,-0.0841269,0,-0.228207
1.73736e+09,1737360127025892512,-0.018205,-0.084217,0,-0.226893
1.73736e+09,1737360127125969480,-0.0182514,-0.0842486,0,-0.226893
1.73736e+09,1737360127225888475,-0.0179446,-0.0843381,0,-0.226893
1.73736e+09,1737360127326102947,-0.0180273,-0.0843113,0,-0.226893
1.73736e+09,1737360127425889698,-0.0182612,-0.084265,0,-0.227037
1.73736e+09,1737360127525887497,-0.0182235,-0.0842429,0,-0.226893
1.73736e+09,1737360127625884984,-0.0182235,-0.0842429,0,-0.226893
1.73736e+09,1737360127725895335,-0.0182157,-0.0845329,0,-0.226279
1.73736e+09,1737360127827096138,-0.0182218,-0.0842185,0,-0.227511
1.73736e+09,1737360127925887704,-0.0182218,-0.0842185,0,-0.227511
1.73736e+09,1737360128025914879,-0.0182432,-0.0839152,0,-0.226893
1.73736e+09,1737360128125912208,-0.0181434,-0.0846219,0,-0.226893
1.73736e+09,1737360128225883027,-0.0181318,-0.0839434,0,-0.227217
1.73736e+09,1737360128325951712,-0.0181464,-0.0840046,0,-0.227153
1.73736e+09,1737360128425889613,-0.0184318,-0.0844809,0,-0.226462
1.73736e+09,1737360128525905537,-0.0181713,-0.0842371,0,-0.227053
1.73736e+09,1737360128625928701,-0.0181713,-0.0842371,0,-0.227053
1.73736e+09,1737360128726596050,-0.0181988,-0.0842525,0,-0.226893
1.73736e+09,1737360128826295714,-0.0182953,-0.084195,0,-0.226725
1.73736e+09,1737360128925891939,-0.0182953,-0.084195,0,-0.226725
1.73736e+09,1737360129025891039,-0.0180244,-0.0842159,0,-0.226893
1.73736e+09,1737360129125893680,-0.0181979,-0.0841922,0,-0.226984
1.73736e+09,1737360129225886895,-0.0183695,-0.0844971,0,-0.226223
1.73736e+09,1737360129325885890,-0.0183527,-0.0844721,0,-0.226292
1.73736e+09,1737360129425880615,-0.018105,-0.0842608,0,-0.226893
1.73736e+09,1737360129526019666,-0.0182957,-0.0842434,0,-0.227133
1.73736e+09,1737360129625888606,-0.0182957,-0.0842434,0,-0.227133
1.73736e+09,1737360129725935312,-0.0182039,-0.084256,0,-0.226893
1.73736e+09,1737360129825881649,-0.0181875,-0.0841849,0,-0.226893
1.73736e+09,1737360129925883458,-0.0180832,-0.084192,0,-0.226463
1.73736e+09,1737360130025885838,-0.0181374,-0.0842191,0,-0.226653
1.73736e+09,1737360130125930251,-0.0182006,-0.0842655,0,-0.226982
1.73736e+09,1737360130225888099,-0.0183902,-0.084377,0,-0.226893
1.73736e+09,1737360130325960325,-0.0183704,-0.0843638,0,-0.226893
1.73736e+09,1737360130425887964,-0.0181876,-0.084249,0,-0.226893
1.73736e+09,1737360130525890188,-0.0182226,-0.084234,0,-0.226517
1.73736e+09,1737360130625837775,-0.0182226,-0.084234,0,-0.226517
1.73736e+09,1737360130725887866,-0.0180983,-0.08418,0,-0.228014
1.73736e+09,1737360130825887485,-0.0182025,-0.0842373,0,-0.227214
1.73736e+09,1737360130925979869,-0.0183461,-0.084256,0,-0.225771
1.73736e+09,1737360131025843182,-0.0182782,-0.0842547,0,-0.226315
1.73736e+09,1737360131125904053,-0.0181512,-0.0842397,0,-0.226893
1.73736e+09,1737360131225894766,-0.0182601,-0.0846797,0,-0.225841
1.73736e+09,1737360131325885895,-0.0182533,-0.084626,0,-0.225973
1.73736e+09,1737360131425880202,-0.0181494,-0.0842578,0,-0.226893
1.73736e+09,1737360131525883519,-0.0181497,-0.0841926,0,-0.227338
1.73736e+09,1737360131625890482,-0.0181497,-0.0841926,0,-0.227338
1.73736e+09,1737360131725886977,-0.0182262,-0.084252,0,-0.226854
1.73736e+09,1737360131825891127,-0.017865,-0.0843646,0,-0.226601
1.73736e+09,1737360131925883819,-0.018119,-0.0841529,0,-0.227507
1.73736e+09,1737360132025842760,-0.018155,-0.0841945,0,-0.227253
1.73736e+09,1737360132125876598,-0.0183465,-0.0842467,0,-0.227065
1.73736e+09,1737360132225891373,-0.0183194,-0.0841239,0,-0.227919
1.73736e+09,1737360132325887190,-0.018316,-0.0841278,0,-0.227888
1.73736e+09,1737360132425838578,-0.0182165,-0.0843003,0,-0.227214
1.73736e+09,1737360132525909501,-0.018246,-0.0842424,0,-0.226716
1.73736e+09,1737360132625892608,-0.018246,-0.0842424,0,-0.226716
1.73736e+09,1737360132725887070,-0.0182065,-0.0842519,0,-0.226928
1.73736e+09,1737360132825873772,-0.018188,-0.0843621,0,-0.226893
1.73736e+09,1737360132925880422,-0.0181936,-0.0843128,0,-0.226134
1.73736e+09,1737360133025881759,-0.0181982,-0.0842907,0,-0.226416
1.73736e+09,1737360133125873304,-0.0183894,-0.0841899,0,-0.227289
1.73736e+09,1737360133225892401,-0.0179053,-0.0840505,0,-0.227233
1.73736e+09,1737360133325934729,-0.0179192,-0.0840598,0,-0.227218
1.73736e+09,1737360133425898408,-0.018141,-0.0843542,0,-0.226199
1.73736e+09,1737360133525898234,-0.018202,-0.084309,0,-0.226718
1.73736e+09,1737360133625888425,-0.018202,-0.084309,0,-0.226718
1.73736e+09,1737360133725889241,-0.0186419,-0.0841209,0,-0.227859
1.73736e+09,1737360133825888806,-0.0182745,-0.0841838,0,-0.227125
1.73736e+09,1737360133925888164,-0.0182745,-0.0841838,0,-0.227125
1.73736e+09,1737360134025908251,-0.0182101,-0.0842607,0,-0.227045
1.73736e+09,1737360134125884222,-0.0182021,-0.0842608,0,-0.226806
1.73736e+09,1737360134225892016,-0.0181872,-0.0841787,0,-0.227841
1.73736e+09,1737360134325892727,-0.0181891,-0.0841861,0,-0.227747
1.73736e+09,1737360134425929012,-0.0179727,-0.0843195,0,-0.226261
1.73736e+09,1737360134525887899,-0.018258,-0.0843155,0,-0.226734
1.73736e+09,1737360134625884599,-0.018258,-0.0843155,0,-0.226734
1.73736e+09,1737360134725889841,-0.0182249,-0.0841948,0,-0.227665
1.73736e+09,1737360134825886594,-0.0180935,-0.084158,0,-0.226513
1.73736e+09,1737360134925883659,-0.0180935,-0.084158,0,-0.226513
1.73736e+09,1737360135025933486,-0.0182453,-0.0842579,0,-0.226893
1.73736e+09,1737360135125842579,-0.0181937,-0.0842219,0,-0.226893
1.73736e+09,1737360135225879592,-0.0180231,-0.0843179,0,-0.226893
1.73736e+09,1737360135325887074,-0.018041,-0.0843116,0,-0.226893
1.73736e+09,1737360135425889503,-0.0184466,-0.0842082,0,-0.227366
1.73736e+09,1737360135525883546,-0.0181787,-0.0842451,0,-0.227302
1.73736e+09,1737360135625886808,-0.0181787,-0.0842451,0,-0.227302
1.73736e+09,1737360135725888873,-0.0180582,-0.0844753,0,-0.225554
1.73736e+09,1737360135825897813,-0.0183532,-0.0841633,0,-0.22747
1.73736e+09,1737360135925953577,-0.0183532,-0.0841633,0,-0.22747
1.73736e+09,1737360136025881889,-0.0181287,-0.0842754,0,-0.226741
1.73736e+09,1737360136125934319,-0.0182304,-0.0842951,0,-0.226773
1.73736e+09,1737360136225872422,-0.0179792,-0.0840885,0,-0.226004
1.73736e+09,1737360136325886153,-0.0179996,-0.0841033,0,-0.226083
1.73736e+09,1737360136425891759,-0.0181242,-0.0842049,0,-0.227118
1.73736e+09,1737360136525878822,-0.0181847,-0.0842167,0,-0.227338
1.73736e+09,1737360136625876979,-0.0181847,-0.0842167,0,-0.227338
1.73736e+09,1737360136725894773,-0.0181996,-0.0842476,0,-0.226893
1.73736e+09,1737360136825881628,-0.0182734,-0.0841635,0,-0.226893
1.73736e+09,1737360136925886504,-0.0178983,-0.0844776,0,-0.225838
1.73736e+09,1737360137025874505,-0.0180327,-0.0843796,0,-0.226299
1.73736e+09,1737360137125879172,-0.0182618,-0.0842618,0,-0.227017
1.73736e+09,1737360137225833057,1.87545,-0.932484,0,1.56018
1.73736e+09,1737360137325878819,1.8675,-0.925502,0,1.54566
1.73736e+09,1737360137425921352,1.81796,-0.882211,0,1.45492
1.73736e+09,1737360137525885914,1.81805,-0.882171,0,1.45546
1.73736e+09,1737360137625874331,1.81805,-0.882171,0,1.45546
1.73736e+09,1737360137725879675,1.81809,-0.882194,0,1.45546
1.73736e+09,1737360137825883145,1.81835,-0.882801,0,1.45546
1.73736e+09,1737360137925884114,1.81835,-0.882801,0,1.45546
1.73736e+09,1737360138025885188,1.81813,-0.882048,0,1.45574
1.73736e+09,1737360138125875114,1.81808,-0.882218,0,1.45526
1.73736e+09,1737360138225871343,1.81815,-0.882212,0,1.45668
1.73736e+09,1737360138325930543,1.81815,-0.882211,0,1.4566
1.73736e+09,1737360138425991200,1.81813,-0.882124,0,1.4558
1.73736e+09,1737360138525938834,1.81813,-0.882124,0,1.4558
1.73736e+09,1737360138625890843,1.81813,-0.882124,0,1.4558
1.73736e+09,1737360138725889728,1.81786,-0.882517,0,1.45486
1.73736e+09,1737360138825889551,1.81835,-0.882297,0,1.45546
1.73736e+09,1737360138925833383,1.81804,-0.882116,0,1.45485
1.73736e+09,1737360139025891749,1.81806,-0.882145,0,1.45509
1.73736e+09,1737360139125842194,1.81808,-0.882174,0,1.45574
1.73736e+09,1737360139225883997,1.81806,-0.881895,0,1.45439
1.73736e+09,1737360139325890590,1.81807,-0.881911,0,1.45445
1.73736e+09,1737360139425887287,1.81812,-0.88218,0,1.45546
1.73736e+09,1737360139525891328,1.81809,-0.882191,0,1.45575
1.73736e+09,1737360139625892296,1.81809,-0.882191,0,1.45575
1.73736e+09,1737360139725895399,1.8181,-0.882199,0,1.45542
1.73736e+09,1737360139825885013,1.81811,-0.882166,0,1.45628
1.73736e+09,1737360139925877282,1.8181,-0.882307,0,1.454
1.73736e+09,1737360140025888771,1.8181,-0.882256,0,1.45463
1.73736e+09,1737360140125893332,1.81812,-0.882217,0,1.45558
1.73736e+09,1737360140225901331,1.81791,-0.882273,0,1.4558
1.73736e+09,1737360140325893600,1.81793,-0.882264,0,1.45576
1.73736e+09,1737360140425887224,1.81808,-0.882066,0,1.45433
1.73736e+09,1737360140525886732,1.81811,-0.882162,0,1.45578
1.73736e+09,1737360140625893481,1.81811,-0.882162,0,1.45578
1.73736e+09,1737360140725888980,1.8181,-0.882205,0,1.45546
1.73736e+09,1737360140825885051,1.81812,-0.882129,0,1.45546
1.73736e+09,1737360140925935863,1.8181,-0.882059,0,1.45615
1.73736e+09,1737360141025888860,1.8181,-0.882114,0,1.45585
1.73736e+09,1737360141125959516,1.81804,-0.88226,0,1.45561
1.73736e+09,1737360141225892043,1.8184,-0.882316,0,1.45546
1.73736e+09,1737360141325894937,1.81835,-0.882294,0,1.45546
1.73736e+09,1737360141425888247,1.81813,-0.882065,0,1.45586
1.73736e+09,1737360141525887235,1.81804,-0.882215,0,1.45546
1.73736e+09,1737360141625889764,1.81804,-0.882215,0,1.45546
1.73736e+09,1737360141725889689,1.81812,-0.882229,0,1.45546
1.73736e+09,1737360141825952063,1.81802,-0.882488,0,1.45449
1.73736e+09,1737360141925889330,1.81802,-0.882488,0,1.45449
1.73736e+09,1737360142025880713,1.81813,-0.882168,0,1.45538
1.73736e+09,1737360142125887564,1.81808,-0.882189,0,1.45546
1.73736e+09,1737360142225967647,1.81833,-0.881974,0,1.45546
1.73736e+09,1737360142325887934,1.81831,-0.881997,0,1.45546
1.73736e+09,1737360142425887233,1.81812,-0.882203,0,1.45581
1.73736e+09,1737360142525880438,1.81806,-0.88223,0,1.45521
1.73736e+09,1737360142625882654,1.81806,-0.88223,0,1.45521
1.73736e+09,1737360142725883047,1.81817,-0.882243,0,1.45605
1.73736e+09,1737360142825880940,1.81805,-0.882032,0,1.45546
1.73736e+09,1737360142925936178,1.8182,-0.882497,0,1.45625
1.73736e+09,1737360143025884955,1.81814,-0.882334,0,1.45583
1.73736e+09,1737360143125883055,1.81812,-0.882113,0,1.45546
1.73736e+09,1737360143225879385,1.81808,-0.882492,0,1.4562
1.73736e+09,1737360143325884829,1.81808,-0.882446,0,1.45609
1.73736e+09,1737360143425834074,1.81796,-0.882199,0,1.45463
1.73736e+09,1737360143525831081,1.8181,-0.882247,0,1.45571
1.73736e+09,1737360143625883246,1.8181,-0.882247,0,1.45571
1.73736e+09,1737360143725883534,1.81809,-0.881927,0,1.45546
1.73736e+09,1737360143825883145,1.81813,-0.88221,0,1.45511
1.73736e+09,1737360143925878797,1.81821,-0.882295,0,1.4562
1.73736e+09,1737360144025848407,1.81815,-0.882242,0,1.45583
1.73736e+09,1737360144125938697,1.81809,-0.882183,0,1.45546
1.73736e+09,1737360144225916484,1.8181,-0.882183,0,1.45546
1.73736e+09,1737360144325935939,1.8181,-0.882184,0,1.45546
1.73736e+09,1737360144425885287,1.81807,-0.882228,0,1.45546
1.73736e+09,1737360144525907190,1.81808,-0.882194,0,1.45535
1.73736e+09,1737360144625892946,1.81808,-0.882194,0,1.45535
1.73736e+09,1737360144725883181,1.81811,-0.881896,0,1.45579
1.73736e+09,1737360144825880082,1.81805,-0.882186,0,1.45546
1.73736e+09,1737360144925885058,1.81805,-0.882186,0,1.45546
1.73736e+09,1737360145025886907,1.81804,-0.882153,0,1.45546
1.73736e+09,1737360145125997614,1.8181,-0.882197,0,1.4554
1.73736e+09,1737360145225887377,1.81824,-0.882088,0,1.45716
1.73736e+09,1737360145325890111,1.81822,-0.8821,0,1.45695
1.73736e+09,1737360145425887377,1.81802,-0.882417,0,1.45496
1.73736e+09,1737360145525893914,1.8181,-0.882173,0,1.45512
1.73736e+09,1737360145625926493,1.8181,-0.882173,0,1.45512
1.73736e+09,1737360145725890425,1.81816,-0.882143,0,1.45595
1.73736e+09,1737360145825893264,1.81814,-0.882189,0,1.45625
1.73736e+09,1737360145925884800,1.81814,-0.882189,0,1.45625
1.73736e+09,1737360146025894879,1.81812,-0.882161,0,1.45527
1.73736e+09,1737360146125885113,1.81799,-0.882339,0,1.45512
1.73736e+09,1737360146225884617,1.81818,-0.881981,0,1.45644
1.73736e+09,1737360146325883549,1.81816,-0.882023,0,1.45624
1.73736e+09,1737360146425881960,1.81809,-0.882105,0,1.45604
1.73736e+09,1737360146525891778,1.81811,-0.882207,0,1.45546
1.73736e+09,1737360146625890398,1.81811,-0.882207,0,1.45546
1.73736e+09,1737360146725890475,1.81796,-0.88215,0,1.45546
1.73736e+09,1737360146825993681,1.81821,-0.882378,0,1.45634
1.73736e+09,1737360146925884954,1.8178,-0.882222,0,1.45517
1.73736e+09,1737360147025879146,1.81797,-0.882204,0,1.45533
1.73736e+09,1737360147125880108,1.8182,-0.882115,0,1.45546
1.73736e+09,1737360147225881644,1.81814,-0.882186,0,1.45513
1.73736e+09,1737360147325880992,1.81813,-0.882187,0,1.45518
1.73736e+09,1737360147425896903,1.81811,-0.882265,0,1.45501
1.73736e+09,1737360147525887084,1.81809,-0.882163,0,1.45571
1.73736e+09,1737360147625884036,1.81809,-0.882163,0,1.45571
1.73736e+09,1737360147725902030,1.81811,-0.882125,0,1.45546
1.73736e+09,1737360147825943879,1.81813,-0.882208,0,1.45567
1.73736e+09,1737360147925877705,1.81787,-0.882339,0,1.45369
1.73736e+09,1737360148025880490,1.818,-0.882257,0,1.45465
1.73736e+09,1737360148125893379,1.8181,-0.882184,0,1.45553
1.73736e+09,1737360148225827100,1.81806,-0.882037,0,1.45546
1.73736e+09,1737360148325838114,1.81807,-0.882062,0,1.45546
1.73736e+09,1737360148425880066,1.81816,-0.882257,0,1.45546
1.73736e+09,1737360148525838475,1.81812,-0.882166,0,1.45556
1.73736e+09,1737360148625843812,1.81812,-0.882166,0,1.45556
1.73736e+09,1737360148725880244,1.81813,-0.882273,0,1.45546
1.73736e+09,1737360148825882039,1.81796,-0.882524,0,1.45546
1.73736e+09,1737360148925844302,1.81802,-0.882196,0,1.45546
1.73736e+09,1737360149025983028,1.81806,-0.882192,0,1.45546
1.73736e+09,1737360149125889091,1.8181,-0.882164,0,1.45536
1.73736e+09,1737360149225882395,1.81796,-0.882499,0,1.45394
1.73736e+09,1737360149325948931,1.81797,-0.882458,0,1.45414
1.73736e+09,1737360149425882130,1.81818,-0.882252,0,1.45617
1.73736e+09,1737360149525878872,1.81807,-0.882071,0,1.45546
1.73736e+09,1737360149625881032,1.81807,-0.882071,0,1.45546
1.73736e+09,1737360149725885743,1.81804,-0.882505,0,1.45441
1.73736e+09,1737360149825842224,1.81821,-0.882139,0,1.45601
1.73736e+09,1737360149925894488,1.81797,-0.88155,0,1.45576
1.73736e+09,1737360150025891960,1.81804,-0.881893,0,1.4556
1.73736e+09,1737360150125883701,1.81813,-0.882192,0,1.45546
1.73736e+09,1737360150225895495,1.81792,-0.882119,0,1.45442
1.73736e+09,1737360150325881195,1.81795,-0.882129,0,1.45457
1.73736e+09,1737360150425887677,1.81814,-0.882197,0,1.45578
1.73736e+09,1737360150525879106,1.81809,-0.882245,0,1.45531
1.73736e+09,1737360150625885587,1.81809,-0.882245,0,1.45531
1.73736e+09,1737360150725885245,1.81797,-0.882057,0,1.45546
1.73736e+09,1737360150825943864,1.81803,-0.882174,0,1.45546
1.73736e+09,1737360150925918730,1.81829,-0.882296,0,1.45546
1.73736e+09,1737360151025884064,1.81819,-0.882237,0,1.45546
1.73736e+09,1737360151125883097,1.81809,-0.882218,0,1.45556
1.73736e+09,1737360151225945204,1.818,-0.88219,0,1.45393
1.73736e+09,1737360151325887673,1.81801,-0.88219,0,1.45408
1.73736e+09,1737360151425887956,1.81819,-0.882108,0,1.45546
1.73736e+09,1737360151525990168,1.81805,-0.882201,0,1.45546
1.73736e+09,1737360151625881229,1.81805,-0.882201,0,1.45546
1.73736e+09,1737360151725877449,1.8181,-0.882278,0,1.45546
1.73736e+09,1737360151825877836,1.81804,-0.882162,0,1.45546
1.73736e+09,1737360151925874890,1.81841,-0.882045,0,1.45598
1.73736e+09,1737360152025879912,1.81826,-0.882117,0,1.45572
1.73736e+09,1737360152125883423,1.81809,-0.882191,0,1.45543
1.73736e+09,1737360152225856205,1.81803,-0.882216,0,1.45418
1.73736e+09,1737360152325891123,1.81804,-0.882212,0,1.45436
1.73736e+09,1737360152425881561,1.81802,-0.882311,0,1.45595
1.73736e+09,1737360152525895958,1.81815,-0.882116,0,1.45647
1.73736e+09,1737360152625889209,1.81814,-0.882122,0,1.45639
1.73736e+09,1737360152725889491,1.81825,-0.882131,0,1.45445
1.73736e+09,1737360152826012173,1.81811,-0.882125,0,1.45605
1.73736e+09,1737360152925949276,1.81811,-0.882125,0,1.45605
1.73736e+09,1737360153025904817,1.8181,-0.882136,0,1.45595
1.73736e+09,1737360153125883900,1.8181,-0.882155,0,1.45553
1.73736e+09,1737360153225900536,1.81802,-0.882181,0,1.45604
1.73736e+09,1737360153325936808,1.81803,-0.882182,0,1.45596
1.73736e+09,1737360153425892245,1.81814,-0.882248,0,1.45467
1.73736e+09,1737360153525893307,1.81818,-0.88219,0,1.45571
1.73736e+09,1737360153626005207,1.81818,-0.88219,0,1.45571
1.73736e+09,1737360153725907412,1.81796,-0.882118,0,1.45546
1.73736e+09,1737360153825886339,1.81802,-0.882368,0,1.45574
1.73736e+09,1737360153925922611,1.81802,-0.882368,0,1.45574
1.73736e+09,1737360154025945758,1.81808,-0.882177,0,1.45511
1.73736e+09,1737360154125885516,1.81816,-0.882213,0,1.45546
1.73736e+09,1737360154225913245,1.81817,-0.882295,0,1.45578
1.73736e+09,1737360154325888369,1.81815,-0.882268,0,1.4557
1.73736e+09,1737360154425893806,1.81802,-0.882164,0,1.45546
1.73736e+09,1737360154525884087,1.8181,-0.882212,0,1.45537
1.73736e+09,1737360154625898951,1.8181,-0.882212,0,1.45537
1.73736e+09,1737360154725910951,1.81814,-0.882151,0,1.45623
1.73736e+09,1737360154825884565,1.81809,-0.882304,0,1.45491
1.73736e+09,1737360154925931201,1.81809,-0.882304,0,1.45491
1.73736e+09,1737360155025916064,1.81806,-0.882229,0,1.45529
1.73736e+09,1737360155125914990,1.81822,-0.882073,0,1.45546
1.73736e+09,1737360155225887509,1.81814,-0.88228,0,1.45684
1.73736e+09,1737360155325921332,1.81813,-0.882263,0,1.45658
1.73736e+09,1737360155425886507,1.81805,-0.882142,0,1.45484
1.73736e+09,1737360155525895485,1.81805,-0.882142,0,1.45484
1.73736e+09,1737360155625881546,1.81805,-0.882142,0,1.45484
1.73736e+09,1737360155725895837,1.81811,-0.881995,0,1.4561
1.73736e+09,1737360155825888408,1.81813,-0.882298,0,1.45572
1.73736e+09,1737360155925884313,1.81813,-0.882298,0,1.45572
1.73736e+09,1737360156025887562,1.81811,-0.882203,0,1.45535
1.73736e+09,1737360156125882946,1.81816,-0.882092,0,1.45546
1.73736e+09,1737360156225890465,1.818,-0.882092,0,1.4546
1.73736e+09,1737360156325906943,1.81802,-0.882111,0,1.45477
1.73736e+09,1737360156425890190,1.81812,-0.882174,0,1.45583
1.73736e+09,1737360156525878021,1.81812,-0.882111,0,1.45583
1.73736e+09,1737360156625895124,1.81812,-0.882111,0,1.45583
1.73736e+09,1737360156725891653,1.81786,-0.878194,0,1.46358
1.73736e+09,1737360156825884016,1.81731,-0.879037,0,1.46681
1.73736e+09,1737360156925892994,1.81731,-0.879037,0,1.46681
1.73736e+09,1737360157025892075,1.81972,-0.879399,0,1.50114
1.73736e+09,1737360157125895166,1.82277,-0.881449,0,1.5276
1.73736e+09,1737360157225885028,1.82401,-0.818224,0,1.59716
1.73736e+09,1737360157325890255,1.82468,-0.82188,0,1.59221
1.73736e+09,1737360157425891003,1.82457,-0.823376,0,1.56815
1.73736e+09,1737360157525888990,1.82766,-0.780061,0,1.5961
1.73736e+09,1737360157625936301,1.82766,-0.780061,0,1.5961
1.73736e+09,1737360157725898662,1.8208,-0.75639,0,1.5892
1.73736e+09,1737360157825885086,1.77805,-0.718747,0,1.62669
1.73736e+09,1737360157925954013,1.77805,-0.718747,0,1.62669
1.73736e+09,1737360158025887207,1.77991,-0.68541,0,1.62852
1.73736e+09,1737360158125887849,1.77727,-0.656832,0,1.61345
1.73736e+09,1737360158225888388,1.77759,-0.608296,0,1.61299
1.73736e+09,1737360158325898823,1.77797,-0.614648,0,1.61288
1.73736e+09,1737360158425887902,1.77775,-0.619579,0,1.60235
1.73736e+09,1737360158525883597,1.77599,-0.588095,0,1.56257
1.73736e+09,1737360158625923512,1.77599,-0.588095,0,1.56257
1.73736e+09,1737360158725885091,1.77279,-0.559167,0,1.47766
1.73736e+09,1737360158825888963,1.77183,-0.520042,0,1.46902
1.73736e+09,1737360158925887470,1.77183,-0.520042,0,1.46902
1.73736e+09,1737360159025890144,1.76883,-0.516482,0,1.4136
1.73736e+09,1737360159125841931,1.81813,-0.461917,0,1.38977
1.73736e+09,1737360159225901585,1.81763,-0.409831,0,1.39217
1.73736e+09,1737360159325892018,1.81733,-0.41322,0,1.39658
1.73736e+09,1737360159425896150,1.81378,-0.421589,0,1.35673
1.73736e+09,1737360159525879552,1.8096,-0.425526,0,1.31094
1.73736e+09,1737360159625891965,1.8096,-0.425526,0,1.31094
1.73736e+09,1737360159725931046,1.81439,-0.355345,0,1.31659
1.73736e+09,1737360159825883509,1.81135,-0.363849,0,1.31509
1.73736e+09,1737360159925886183,1.81135,-0.363849,0,1.31509
1.73736e+09,1737360160025892241,1.8092,-0.326865,0,1.31706
1.73736e+09,1737360160125879185,1.81501,-0.300742,0,1.33276
1.73736e+09,1737360160225859461,1.81615,-0.252748,0,1.36866
1.73736e+09,1737360160325888697,1.81495,-0.259147,0,1.36458
1.73736e+09,1737360160425886005,1.81337,-0.268025,0,1.35928
1.73736e+09,1737360160525885240,1.86491,-0.228376,0,1.40542
1.73736e+09,1737360160625924424,1.86491,-0.228376,0,1.40542
1.73736e+09,1737360160725895221,1.86916,-0.152988,0,1.44063
1.73736e+09,1737360160825883258,1.86862,-0.163976,0,1.45
1.73736e+09,1737360160925860201,1.86862,-0.163976,0,1.45
1.73736e+09,1737360161025884124,1.86966,-0.126271,0,1.47631
1.73736e+09,1737360161125896432,1.871,-0.0517304,0,1.50755
1.73736e+09,1737360161225889416,1.87104,-0.051602,0,1.51096
1.73736e+09,1737360161325889432,1.87179,-0.0426738,0,1.51752
1.73736e+09,1737360161425910647,1.87321,-0.0148664,0,1.54259
1.73736e+09,1737360161525887328,1.87738,0.0234655,0,1.60243
1.73736e+09,1737360161625890209,1.87738,0.0234655,0,1.60243
1.73736e+09,1737360161726034343,1.82543,0.0508525,0,1.63952
1.73736e+09,1737360161825898626,1.83014,0.0853212,0,1.68834
1.73736e+09,1737360161925940570,1.83014,0.0853212,0,1.68834
1.73736e+09,1737360162026364244,1.83544,0.110673,0,1.73129
1.73736e+09,1737360162125902475,1.8343,0.144408,0,1.79163
1.73736e+09,1737360162225892594,1.83496,0.192603,0,1.8204
1.73736e+09,1737360162325932922,1.83659,0.186537,0,1.81164
1.73736e+09,1737360162425962105,1.83679,0.180198,0,1.77262
1.73736e+09,1737360162525937692,1.84022,0.222344,0,1.78651
1.73736e+09,1737360162625884060,1.84022,0.222344,0,1.78651
1.73736e+09,1737360162725900794,1.78578,0.290368,0,1.78128
1.73736e+09,1737360162825883257,1.78403,0.298117,0,1.76246
1.73736e+09,1737360162925885511,1.78403,0.298117,0,1.76246
1.73736e+09,1737360163025921152,1.78754,0.274451,0,1.75018
1.73736e+09,1737360163125906114,1.78254,0.342997,0,1.74369
1.73736e+09,1737360163225885555,1.78233,0.394207,0,1.71564
1.73736e+09,1737360163325890101,1.78308,0.390554,0,1.71835
1.73736e+09,1737360163425891157,1.78337,0.379143,0,1.68913
1.73736e+09,1737360163525887317,1.78207,0.422145,0,1.6585
1.73736e+09,1737360163625988168,1.78207,0.422145,0,1.6585
1.73736e+09,1737360163725892450,1.77898,0.418798,0,1.61073
1.73736e+09,1737360163825881423,1.7772,0.486177,0,1.57512
1.73736e+09,1737360163925896177,1.7772,0.486177,0,1.57512
1.73736e+09,1737360164025919786,1.77568,0.474995,0,1.55186
1.73736e+09,1737360164125900424,1.77407,0.546657,0,1.49796
1.73736e+09,1737360164225879917,1.77325,0.597503,0,1.48616
1.73736e+09,1737360164325892743,1.77306,0.593822,0,1.48885
1.73736e+09,1737360164425892549,1.77089,0.584935,0,1.46519
1.73736e+09,1737360164525879593,1.77063,0.619876,0,1.49002
